Old URL,Content Type,Title,Real Authored Content,Matching New URL,URL Changed,Action,Notes
https://www.braveheartspublishing.com/blog/my-child-hates-reading-what-to-do,Blog post,My Child Hates Reading: What Actually Works | Brave Hearts Publishing — Brave Hearts Publishing,yes,https://www.braveheartspublishing.com/my-child-hates-reading-what-to-do/,yes,REDIRECT,"Verified same slug, matching title intent, published WordPress post"
https://www.braveheartspublishing.com/blog/how-to-pick-a-read-aloud-book,Blog post,How to Pick a Read-Aloud Book That Keeps a Whole Class Listening — Brave Hearts Publishing,yes,https://www.braveheartspublishing.com/how-to-pick-a-read-aloud-book/,yes,REDIRECT,"Verified same slug, matching title intent, published WordPress post"
https://www.braveheartspublishing.com/blog/reading-level-by-grade-chart,Blog post,Reading Level Chart by Grade: What Level Should My Child Be At? — Brave Hearts Publishing,yes,https://www.braveheartspublishing.com/reading-level-by-grade-chart/,yes,REDIRECT,"Verified same slug, matching title intent, published WordPress post"
https://www.braveheartspublishing.com/blog/what-is-the-mariana-trench-for-kids,Blog post,What Is the Mariana Trench? Everything Kids (and Parents) Need to Know — Brave Hearts Publishing,yes,https://www.braveheartspublishing.com/what-is-the-mariana-trench-for-kids/,yes,REDIRECT,"Verified same slug, matching title intent, published WordPress post"
https://www.braveheartspublishing.com/blog/best-read-aloud-books-for-classroom-grades-1-3,Blog post,Best Read Aloud Books for Elementary Classrooms — Grades 1–3 — Brave Hearts Publishing,yes,https://www.braveheartspublishing.com/best-read-aloud-books-for-classroom-grades-1-3/,yes,REDIRECT,"Verified same slug, matching title intent, published WordPress post"
https://www.braveheartspublishing.com/blog/my-child-got-a-lexile-score-now-what,Blog post,My Child Got a Lexile Score — Now What? A Parent's Action Guide — Brave Hearts Publishing,yes,https://www.braveheartspublishing.com/my-child-got-a-lexile-score-now-what/,yes,REDIRECT,"Verified same slug, matching title intent, published WordPress post"
https://www.braveheartspublishing.com/blog/teacher-appreciation-week-thank-you,Blog post,Thank You Teachers — Happy Teacher Appreciation Week | Brave Hearts — Brave Hearts Publishing,yes,https://www.braveheartspublishing.com/teacher-appreciation-week-thank-you/,yes,REDIRECT,"Verified same slug, matching title intent, published WordPress post"
https://www.braveheartspublishing.com/blog/what-is-a-lexile-score,Blog post,What Is a Lexile Score? A Parent's Guide to Reading Levels | Brave Hearts Publishing — Brave Hearts Publishing,yes,https://www.braveheartspublishing.com/what-is-a-lexile-score/,yes,REDIRECT,"Verified same slug, matching title intent, published WordPress post"
https://www.braveheartspublishing.com/blog/top-bridge-books-for-kids,Blog post,Best Bridge Books for Kids (Ages 6-9) — Top Picks for Growing Readers — Brave Hearts Publishing,yes,https://www.braveheartspublishing.com/top-bridge-books-for-kids/,yes,REDIRECT,"Verified same slug, matching title intent, published WordPress post"
https://www.braveheartspublishing.com/blog/bridge-books-for-kids,Blog post,The Complete Guide to Bridge Books for Kids — What They Are & Why They Work — Brave Hearts Publishing,yes,https://www.braveheartspublishing.com/bridge-books-for-kids/,yes,REDIRECT,"Verified same slug, matching title intent, published WordPress post"
https://www.braveheartspublishing.com/blog/best-ocean-books-for-kids-ages-6-9,Blog post,Best Books About the Ocean for Kids Ages 6-9 | Brave Hearts Publishing — Brave Hearts Publishing,yes,https://www.braveheartspublishing.com/best-ocean-books-for-kids-ages-6-9/,yes,REDIRECT,"Verified same slug, matching title intent, published WordPress post"
https://www.braveheartspublishing.com/blog/mariana-trench-facts-for-kids,Blog post,Mariana Trench Facts for Kids — The Deepest Place on Earth | Brave Hearts Publishing — Brave Hearts Publishing,yes,https://www.braveheartspublishing.com/mariana-trench-facts-for-kids/,yes,REDIRECT,"Verified same slug, matching title intent, published WordPress post"
https://www.braveheartspublishing.com/blog/what-are-bridge-books-guide-for-parents-and-teachers,Blog post,My Kid Hates Long Books. Bridge Books Fixed That. | Brave Hearts Publishing — Brave Hearts Publishing,yes,https://www.braveheartspublishing.com/what-are-bridge-books-guide-for-parents-and-teachers/,yes,REDIRECT,"Verified same slug, matching title intent, published WordPress post"
https://www.braveheartspublishing.com/blog/bridge-books-for-early-readers,Blog post,How to Help Your Child Transition from Picture Books to Chapter Books (Bridge Books Guide) — Brave Hearts Publishing,yes,https://www.braveheartspublishing.com/bridge-books-for-early-readers/,yes,REDIRECT,"Verified same slug, matching title intent, published WordPress post"
https://www.braveheartspublishing.com/blog/bridge-books-for-kids-mount-everest,Blog post,Best Bridge Books for Kids + New Mount Everest Adventure — Brave Hearts Publishing,yes,https://www.braveheartspublishing.com/bridge-books-for-kids-mount-everest/,yes,REDIRECT,"Verified same slug, matching title intent, published WordPress post"
https://www.braveheartspublishing.com/blog/best-early-chapter-books-for-6-year-olds,Blog post,Best Early Chapter Books for 6 Year Olds (Easy & Engaging Picks for New Readers) — Brave Hearts Publishing,yes,https://www.braveheartspublishing.com/best-early-chapter-books-for-6-year-olds/,yes,REDIRECT,"Verified same slug, matching title intent, published WordPress post"
https://www.braveheartspublishing.com/blog/free-teachers-guide-mariana-trench,Blog post,Free Teacher's Guide for Adventures of Charlotte and Henry: The Mariana Trench — Brave Hearts Publishing,yes,https://www.braveheartspublishing.com/free-teachers-guide-mariana-trench/,yes,REDIRECT,"Verified same slug, matching title intent, published WordPress post"
https://www.braveheartspublishing.com/blog/first-real-chapter-book-for-kids,Blog post,Best First Chapter Books for Kids Ready to Move Beyond Early Readers — Brave Hearts Publishing,yes,https://www.braveheartspublishing.com/first-real-chapter-book-for-kids/,yes,REDIRECT,"Verified same slug, matching title intent, published WordPress post"
https://www.braveheartspublishing.com/blog/best-bridge-books-for-kids,Blog post,Best Bridge Books for Kids (The Perfect First Chapter Books for Emerging Readers) — Brave Hearts Publishing,yes,https://www.braveheartspublishing.com/best-bridge-books-for-kids/,yes,REDIRECT,"Verified same slug, matching title intent, published WordPress post"
https://www.braveheartspublishing.com/blog/how-deep-is-the-mariana-trench-for-kids,Blog post,How Deep Is the Mariana Trench? Mariana Trench Facts for Kids — Brave Hearts Publishing,yes,https://www.braveheartspublishing.com/how-deep-is-the-mariana-trench-for-kids/,yes,REDIRECT,"Verified same slug, matching title intent, published WordPress post"
https://www.braveheartspublishing.com/blog/adventure-books-for-kids-ages-6-9,Blog post,Why Adventure Books for Kids (Ages 6–9) Build Confidence and Curiosity — Brave Hearts Publishing,yes,https://www.braveheartspublishing.com/adventure-books-for-kids-ages-6-9/,yes,REDIRECT,"Verified same slug, matching title intent, published WordPress post"
https://www.braveheartspublishing.com/blog/how-stories-build-resilience-in-children,Blog post,How Stories Help Children Build Resilience and Courage (Ages 6–9) — Brave Hearts Publishing,yes,https://www.braveheartspublishing.com/how-stories-build-resilience-in-children/,yes,REDIRECT,"Verified same slug, matching title intent, published WordPress post"
https://www.braveheartspublishing.com/blog/why-stem-storytelling-builds-braver-kids,Blog post,"Why STEM Storytelling Builds Braver, More Curious Kids (Ages 6–9) — Brave Hearts Publishing",yes,https://www.braveheartspublishing.com/why-stem-storytelling-builds-braver-kids/,yes,REDIRECT,"Verified same slug, matching title intent, published WordPress post"
https://www.braveheartspublishing.com/blog,Meaningful page/hub,"Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",yes,https://www.braveheartspublishing.com/blog/,no,UNCHANGED,Clear public page with a direct WordPress equivalent
https://www.braveheartspublishing.com/home,Meaningful page/hub,Brave Hearts Publishing | Bridge Books for Kids Ages 6–9,yes,https://www.braveheartspublishing.com/,yes,REDIRECT,Clear public page with a direct WordPress equivalent
https://www.braveheartspublishing.com/contact,Meaningful page/hub,Contact Brave Hearts Publishing | Author Inquiries & School Visits — Brave Hearts Publishing,yes,https://www.braveheartspublishing.com/contact/,no,UNCHANGED,Clear public page with a direct WordPress equivalent
https://www.braveheartspublishing.com/books,Meaningful page/hub,Adventures of Charlotte & Henry — Bridge Books for Kids Ages 6–9 — Brave Hearts Publishing,yes,https://www.braveheartspublishing.com/books/,no,UNCHANGED,Clear public page with a direct WordPress equivalent
https://www.braveheartspublishing.com/teachers,Meaningful page/hub,Free Teacher's Guide | Adventures of Charlotte and Henry: The Mariana Trench — Brave Hearts Publishing,yes,https://www.braveheartspublishing.com/teachers/,no,UNCHANGED,Clear public page with a direct WordPress equivalent
https://www.braveheartspublishing.com/bridge-books,Meaningful page/hub,Bridge Books for Kids Ages 6–9 | The Parent's Complete Guide — Brave Hearts Publishing,yes,https://www.braveheartspublishing.com/bridge-books/,no,UNCHANGED,Clear public page with a direct WordPress equivalent
https://www.braveheartspublishing.com/reading-levels,Meaningful page/hub,Reading Levels & Lexile Scores — A Parent's Plain-English Guide — Brave Hearts Publishing,yes,https://www.braveheartspublishing.com/reading-levels/,no,UNCHANGED,Clear public page with a direct WordPress equivalent
https://www.braveheartspublishing.com/mariana-trench,Meaningful page/hub,"Mariana Trench & Ocean Science for Kids — Facts, Books & Adventures — Brave Hearts Publishing",yes,https://www.braveheartspublishing.com/mariana-trench/,no,UNCHANGED,Clear public page with a direct WordPress equivalent
https://www.braveheartspublishing.com/reluctant-readers,Meaningful page/hub,My Child Hates Reading — What Actually Works | Brave Hearts Publishing — Brave Hearts Publishing,yes,https://www.braveheartspublishing.com/reluctant-readers/,no,UNCHANGED,Clear public page with a direct WordPress equivalent
https://www.braveheartspublishing.com/read-alouds,Meaningful page/hub,Best Read-Aloud Books for Grades 1–3 | Brave Hearts Publishing — Brave Hearts Publishing,yes,https://www.braveheartspublishing.com/read-alouds/,no,UNCHANGED,Clear public page with a direct WordPress equivalent
https://www.braveheartspublishing.com/store,Meaningful page/hub,Store 2 — Brave Hearts Publishing,yes,https://www.braveheartspublishing.com/shop/,yes,REDIRECT,Clear public page with a direct WordPress equivalent
https://images.squarespace-cdn.com/content/v1/69a4852e7db0bc7e34bc3354/3e53f823-cbcb-4d24-a614-330be2720b3a/Call+out+-+600+px_upscayl_3x_upscayl-standard-4x.png,Squarespace generated/irrelevant legacy URL,,no,,,IGNORE_LEGACY_NOISE,Owner-approved: no import and no redirect
https://www.braveheartspublishing.com/blog/category/Reluctant+Readers,Squarespace generated/irrelevant legacy URL,"Reluctant Readers — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",no,,,IGNORE_LEGACY_NOISE,Owner-approved: no import and no redirect
https://www.braveheartspublishing.com/blog/category/science+for+kids,Squarespace generated/irrelevant legacy URL,"science for kids — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",no,,,IGNORE_LEGACY_NOISE,Owner-approved: no import and no redirect
https://www.braveheartspublishing.com/blog/category/Early+Readers,Squarespace generated/irrelevant legacy URL,"Early Readers — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",no,,,IGNORE_LEGACY_NOISE,Owner-approved: no import and no redirect
https://www.braveheartspublishing.com/blog/category/Reading+Tips+for+Parents,Squarespace generated/irrelevant legacy URL,"Reading Tips for Parents — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",no,,,IGNORE_LEGACY_NOISE,Owner-approved: no import and no redirect
https://www.braveheartspublishing.com/blog/category/Adventure+Book+Recommendations,Squarespace generated/irrelevant legacy URL,"Adventure Book Recommendations — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",no,,,IGNORE_LEGACY_NOISE,Owner-approved: no import and no redirect
https://www.braveheartspublishing.com/blog/category/Ocean+Science,Squarespace generated/irrelevant legacy URL,"Ocean Science — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",no,,,IGNORE_LEGACY_NOISE,Owner-approved: no import and no redirect
https://www.braveheartspublishing.com/blog/category/Bridge+Books,Squarespace generated/irrelevant legacy URL,"Bridge Books — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",no,,,IGNORE_LEGACY_NOISE,Owner-approved: no import and no redirect
https://www.braveheartspublishing.com/blog/category/Author+Life,Squarespace generated/irrelevant legacy URL,"Author Life — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",no,,,IGNORE_LEGACY_NOISE,Owner-approved: no import and no redirect
https://www.braveheartspublishing.com/blog/category/The+Mariana+Trench,Squarespace generated/irrelevant legacy URL,"The Mariana Trench — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",no,,,IGNORE_LEGACY_NOISE,Owner-approved: no import and no redirect
https://www.braveheartspublishing.com/blog/category/Reading+Development,Squarespace generated/irrelevant legacy URL,"Reading Development — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",no,,,IGNORE_LEGACY_NOISE,Owner-approved: no import and no redirect
https://www.braveheartspublishing.com/blog/category/Reading+Lists,Squarespace generated/irrelevant legacy URL,"Reading Lists — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",no,,,IGNORE_LEGACY_NOISE,Owner-approved: no import and no redirect
https://www.braveheartspublishing.com/blog/category/Read+alouds,Squarespace generated/irrelevant legacy URL,"Read alouds — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",no,,,IGNORE_LEGACY_NOISE,Owner-approved: no import and no redirect
https://www.braveheartspublishing.com/blog/category/Age-Specific+Reading+Lists,Squarespace generated/irrelevant legacy URL,"Age-Specific Reading Lists — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",no,,,IGNORE_LEGACY_NOISE,Owner-approved: no import and no redirect
https://www.braveheartspublishing.com/blog/category/Summer+Reading,Squarespace generated/irrelevant legacy URL,"Summer Reading — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",no,,,IGNORE_LEGACY_NOISE,Owner-approved: no import and no redirect
https://www.braveheartspublishing.com/blog/category/Teacher+Resources,Squarespace generated/irrelevant legacy URL,"Teacher Resources — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",no,,,IGNORE_LEGACY_NOISE,Owner-approved: no import and no redirect
https://www.braveheartspublishing.com/blog/category/children%27s+books,Squarespace generated/irrelevant legacy URL,"children's books — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",no,,,IGNORE_LEGACY_NOISE,Owner-approved: no import and no redirect
https://www.braveheartspublishing.com/blog/category/Adventure,Squarespace generated/irrelevant legacy URL,"Adventure — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",no,,,IGNORE_LEGACY_NOISE,Owner-approved: no import and no redirect
https://www.braveheartspublishing.com/blog/category/Classroom+Resources,Squarespace generated/irrelevant legacy URL,"Classroom Resources — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",no,,,IGNORE_LEGACY_NOISE,Owner-approved: no import and no redirect
https://www.braveheartspublishing.com/blog/category/Reading+Tips,Squarespace generated/irrelevant legacy URL,"Reading Tips — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",no,,,IGNORE_LEGACY_NOISE,Owner-approved: no import and no redirect
https://www.braveheartspublishing.com/blog/category/Book+recommendations,Squarespace generated/irrelevant legacy URL,"Book recommendations — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",no,,,IGNORE_LEGACY_NOISE,Owner-approved: no import and no redirect
https://www.braveheartspublishing.com/blog/category/STEM,Squarespace generated/irrelevant legacy URL,"STEM — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",no,,,IGNORE_LEGACY_NOISE,Owner-approved: no import and no redirect
https://www.braveheartspublishing.com/blog/category/Reading+Levels+%26+Lexile,Squarespace generated/irrelevant legacy URL,"Reading Levels & Lexile — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",no,,,IGNORE_LEGACY_NOISE,Owner-approved: no import and no redirect
https://www.braveheartspublishing.com/blog/category/Reading+Help+for+Parents,Squarespace generated/irrelevant legacy URL,"Reading Help for Parents — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",no,,,IGNORE_LEGACY_NOISE,Owner-approved: no import and no redirect
https://www.braveheartspublishing.com/blog/category/Book+News,Squarespace generated/irrelevant legacy URL,"Book News — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",no,,,IGNORE_LEGACY_NOISE,Owner-approved: no import and no redirect
https://www.braveheartspublishing.com/blog/category/Books+for+Kids,Squarespace generated/irrelevant legacy URL,"Books for Kids — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",no,,,IGNORE_LEGACY_NOISE,Owner-approved: no import and no redirect
https://www.braveheartspublishing.com/blog/category/Ages+6-9,Squarespace generated/irrelevant legacy URL,"Ages 6-9 — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",no,,,IGNORE_LEGACY_NOISE,Owner-approved: no import and no redirect
https://www.braveheartspublishing.com/blog/tag/Read+aloud+books,Squarespace generated/irrelevant legacy URL,"Read aloud books — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",no,,,IGNORE_LEGACY_NOISE,Owner-approved: no import and no redirect
https://www.braveheartspublishing.com/blog/tag/early+readers+ages+6-9,Squarespace generated/irrelevant legacy URL,"early readers ages 6-9 — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",no,,,IGNORE_LEGACY_NOISE,Owner-approved: no import and no redirect
https://www.braveheartspublishing.com/blog/tag/Deep+sea,Squarespace generated/irrelevant legacy URL,"Deep sea — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",no,,,IGNORE_LEGACY_NOISE,Owner-approved: no import and no redirect
https://www.braveheartspublishing.com/blog/tag/marine+science,Squarespace generated/irrelevant legacy URL,"marine science — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",no,,,IGNORE_LEGACY_NOISE,Owner-approved: no import and no redirect
https://www.braveheartspublishing.com/blog/tag/Mariana+Trench,Squarespace generated/irrelevant legacy URL,"Mariana Trench — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",no,,,IGNORE_LEGACY_NOISE,Owner-approved: no import and no redirect
https://www.braveheartspublishing.com/blog/tag/bridge+books,Squarespace generated/irrelevant legacy URL,"bridge books — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",no,,,IGNORE_LEGACY_NOISE,Owner-approved: no import and no redirect
https://www.braveheartspublishing.com/blog/tag/reading+level,Squarespace generated/irrelevant legacy URL,"reading level — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",no,,,IGNORE_LEGACY_NOISE,Owner-approved: no import and no redirect
https://www.braveheartspublishing.com/blog/tag/reading+help+ages+6-9,Squarespace generated/irrelevant legacy URL,"reading help ages 6-9 — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",no,,,IGNORE_LEGACY_NOISE,Owner-approved: no import and no redirect
https://www.braveheartspublishing.com/blog/tag/books+for+first+graders,Squarespace generated/irrelevant legacy URL,"books for first graders — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",no,,,IGNORE_LEGACY_NOISE,Owner-approved: no import and no redirect
https://www.braveheartspublishing.com/blog/tag/reading+help+for+parents,Squarespace generated/irrelevant legacy URL,"reading help for parents — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",no,,,IGNORE_LEGACY_NOISE,Owner-approved: no import and no redirect
https://www.braveheartspublishing.com/blog/tag/Bridge+Books,Squarespace generated/irrelevant legacy URL,"Bridge Books — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",no,,,IGNORE_LEGACY_NOISE,Owner-approved: no import and no redirect
https://www.braveheartspublishing.com/blog/tag/summer+books+for+kids,Squarespace generated/irrelevant legacy URL,"summer books for kids — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",no,,,IGNORE_LEGACY_NOISE,Owner-approved: no import and no redirect
https://www.braveheartspublishing.com/blog/tag/picture+books+to+chapter+books,Squarespace generated/irrelevant legacy URL,"picture books to chapter books — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",no,,,IGNORE_LEGACY_NOISE,Owner-approved: no import and no redirect
https://www.braveheartspublishing.com/blog/tag/Summer+Reading+List,Squarespace generated/irrelevant legacy URL,"Summer Reading List — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",no,,,IGNORE_LEGACY_NOISE,Owner-approved: no import and no redirect
https://www.braveheartspublishing.com/blog/tag/Adventures+of+Charlotte+and+Henry,Squarespace generated/irrelevant legacy URL,"Adventures of Charlotte and Henry — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",no,,,IGNORE_LEGACY_NOISE,Owner-approved: no import and no redirect
https://www.braveheartspublishing.com/blog/tag/Lexile+score,Squarespace generated/irrelevant legacy URL,"Lexile score — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",no,,,IGNORE_LEGACY_NOISE,Owner-approved: no import and no redirect
https://www.braveheartspublishing.com/blog/tag/geography+for+kids,Squarespace generated/irrelevant legacy URL,"geography for kids — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",no,,,IGNORE_LEGACY_NOISE,Owner-approved: no import and no redirect
https://www.braveheartspublishing.com/blog/tag/Summer+Reading,Squarespace generated/irrelevant legacy URL,"Summer Reading — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",no,,,IGNORE_LEGACY_NOISE,Owner-approved: no import and no redirect
https://www.braveheartspublishing.com/blog/tag/sea+books+for+kids,Squarespace generated/irrelevant legacy URL,"sea books for kids — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",no,,,IGNORE_LEGACY_NOISE,Owner-approved: no import and no redirect
https://www.braveheartspublishing.com/blog/tag/elementary+teacher,Squarespace generated/irrelevant legacy URL,"elementary teacher — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",no,,,IGNORE_LEGACY_NOISE,Owner-approved: no import and no redirect
https://www.braveheartspublishing.com/blog/tag/ages+6-9,Squarespace generated/irrelevant legacy URL,"ages 6-9 — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",no,,,IGNORE_LEGACY_NOISE,Owner-approved: no import and no redirect
https://www.braveheartspublishing.com/blog/tag/bridge+books+for+kids,Squarespace generated/irrelevant legacy URL,"bridge books for kids — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",no,,,IGNORE_LEGACY_NOISE,Owner-approved: no import and no redirect
https://www.braveheartspublishing.com/blog/tag/reading+confidence,Squarespace generated/irrelevant legacy URL,"reading confidence — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",no,,,IGNORE_LEGACY_NOISE,Owner-approved: no import and no redirect
