source_type,source_id,source_url,old_absolute_url,new_relative_url
post,46,https://staging2.braveheartspublishing.com/blog/books-like-magic-tree-house/,https://staging2.braveheartspublishing.com/blog/top-bridge-books-for-kids,/blog/top-bridge-books-for-kids
post,46,https://staging2.braveheartspublishing.com/blog/books-like-magic-tree-house/,https://staging2.braveheartspublishing.com/blog/bridge-books-for-kids,/blog/bridge-books-for-kids
post,46,https://staging2.braveheartspublishing.com/blog/books-like-magic-tree-house/,https://staging2.braveheartspublishing.com/blog/what-are-bridge-books-guide-for-parents-and-teachers,/blog/what-are-bridge-books-guide-for-parents-and-teachers
post,46,https://staging2.braveheartspublishing.com/blog/books-like-magic-tree-house/,https://staging2.braveheartspublishing.com/blog/bridge-books-for-early-readers,/blog/bridge-books-for-early-readers
post,46,https://staging2.braveheartspublishing.com/blog/books-like-magic-tree-house/,https://staging2.braveheartspublishing.com/blog/bridge-books-for-kids-mount-everest,/blog/bridge-books-for-kids-mount-everest
post,46,https://staging2.braveheartspublishing.com/blog/books-like-magic-tree-house/,https://staging2.braveheartspublishing.com/blog/best-bridge-books-for-kids,/blog/best-bridge-books-for-kids
post,64,https://staging2.braveheartspublishing.com/blog/gap-between-picture-books-and-chapter-books/,https://staging2.braveheartspublishing.com/teachers/#reading-growing,/teachers/#reading-growing
post,64,https://staging2.braveheartspublishing.com/blog/gap-between-picture-books-and-chapter-books/,https://staging2.braveheartspublishing.com/blog/bridge-books-for-struggling-readers,/blog/bridge-books-for-struggling-readers
post,64,https://staging2.braveheartspublishing.com/blog/gap-between-picture-books-and-chapter-books/,https://staging2.braveheartspublishing.com/blog/top-bridge-books-for-kids,/blog/top-bridge-books-for-kids
post,64,https://staging2.braveheartspublishing.com/blog/gap-between-picture-books-and-chapter-books/,https://staging2.braveheartspublishing.com/blog/bridge-books-for-kids,/blog/bridge-books-for-kids
post,64,https://staging2.braveheartspublishing.com/blog/gap-between-picture-books-and-chapter-books/,https://staging2.braveheartspublishing.com/blog/what-are-bridge-books-guide-for-parents-and-teachers,/blog/what-are-bridge-books-guide-for-parents-and-teachers
post,64,https://staging2.braveheartspublishing.com/blog/gap-between-picture-books-and-chapter-books/,https://staging2.braveheartspublishing.com/blog/bridge-books-for-early-readers,/blog/bridge-books-for-early-readers
post,64,https://staging2.braveheartspublishing.com/blog/gap-between-picture-books-and-chapter-books/,https://staging2.braveheartspublishing.com/blog/bridge-books-for-kids-mount-everest,/blog/bridge-books-for-kids-mount-everest
post,64,https://staging2.braveheartspublishing.com/blog/gap-between-picture-books-and-chapter-books/,https://staging2.braveheartspublishing.com/blog/best-bridge-books-for-kids,/blog/best-bridge-books-for-kids
post,98,https://staging2.braveheartspublishing.com/blog/why-i-wrote-this-book/,https://staging2.braveheartspublishing.com/teachers/#reading-growing,/teachers/#reading-growing
post,98,https://staging2.braveheartspublishing.com/blog/why-i-wrote-this-book/,https://staging2.braveheartspublishing.com/teachers/#mariana-trench,/teachers/#mariana-trench
post,98,https://staging2.braveheartspublishing.com/blog/why-i-wrote-this-book/,https://staging2.braveheartspublishing.com/teachers/#for-educators,/teachers/#for-educators
post,58,https://staging2.braveheartspublishing.com/blog/finding-right-books-with-lexile-score/,https://staging2.braveheartspublishing.com/blog/my-child-got-a-lexile-score-now-what,/blog/my-child-got-a-lexile-score-now-what
post,58,https://staging2.braveheartspublishing.com/blog/finding-right-books-with-lexile-score/,https://staging2.braveheartspublishing.com/blog/blog/what-is-a-lexile-score,/blog/blog/what-is-a-lexile-score
post,58,https://staging2.braveheartspublishing.com/blog/finding-right-books-with-lexile-score/,https://staging2.braveheartspublishing.com/blog/reading-level-by-grade-chart,/blog/reading-level-by-grade-chart
post,54,https://staging2.braveheartspublishing.com/blog/bridge-books-for-struggling-readers/,https://staging2.braveheartspublishing.com/blog/top-bridge-books-for-kids,/blog/top-bridge-books-for-kids
post,54,https://staging2.braveheartspublishing.com/blog/bridge-books-for-struggling-readers/,https://staging2.braveheartspublishing.com/blog/bridge-books-for-kids,/blog/bridge-books-for-kids
post,54,https://staging2.braveheartspublishing.com/blog/bridge-books-for-struggling-readers/,https://staging2.braveheartspublishing.com/blog/what-are-bridge-books-guide-for-parents-and-teachers,/blog/what-are-bridge-books-guide-for-parents-and-teachers
post,54,https://staging2.braveheartspublishing.com/blog/bridge-books-for-struggling-readers/,https://staging2.braveheartspublishing.com/blog/bridge-books-for-early-readers,/blog/bridge-books-for-early-readers
post,54,https://staging2.braveheartspublishing.com/blog/bridge-books-for-struggling-readers/,https://staging2.braveheartspublishing.com/blog/bridge-books-for-kids-mount-everest,/blog/bridge-books-for-kids-mount-everest
post,54,https://staging2.braveheartspublishing.com/blog/bridge-books-for-struggling-readers/,https://staging2.braveheartspublishing.com/blog/best-bridge-books-for-kids,/blog/best-bridge-books-for-kids
post,80,https://staging2.braveheartspublishing.com/blog/my-child-hates-reading-what-to-do/,https://staging2.braveheartspublishing.com/blog/how-to-pick-a-read-aloud-book,/blog/how-to-pick-a-read-aloud-book
post,80,https://staging2.braveheartspublishing.com/blog/my-child-hates-reading-what-to-do/,https://staging2.braveheartspublishing.com/blog/how-stories-build-resilience-in-children,/blog/how-stories-build-resilience-in-children
post,80,https://staging2.braveheartspublishing.com/blog/my-child-hates-reading-what-to-do/,https://staging2.braveheartspublishing.com/blog/adventure-books-for-kids-ages-6-9,/blog/adventure-books-for-kids-ages-6-9
post,80,https://staging2.braveheartspublishing.com/blog/my-child-hates-reading-what-to-do/,https://staging2.braveheartspublishing.com/blog/first-real-chapter-book-for-kids,/blog/first-real-chapter-book-for-kids
post,80,https://staging2.braveheartspublishing.com/blog/my-child-hates-reading-what-to-do/,https://staging2.braveheartspublishing.com/blog/best-early-chapter-books-for-6-year-olds,/blog/best-early-chapter-books-for-6-year-olds
post,70,https://staging2.braveheartspublishing.com/blog/how-to-pick-a-read-aloud-book/,https://staging2.braveheartspublishing.com/blog/how-to-pick-a-read-aloud-book,/blog/how-to-pick-a-read-aloud-book
post,70,https://staging2.braveheartspublishing.com/blog/how-to-pick-a-read-aloud-book/,https://staging2.braveheartspublishing.com/blog/how-stories-build-resilience-in-children,/blog/how-stories-build-resilience-in-children
post,70,https://staging2.braveheartspublishing.com/blog/how-to-pick-a-read-aloud-book/,https://staging2.braveheartspublishing.com/blog/adventure-books-for-kids-ages-6-9,/blog/adventure-books-for-kids-ages-6-9
post,70,https://staging2.braveheartspublishing.com/blog/how-to-pick-a-read-aloud-book/,https://staging2.braveheartspublishing.com/blog/first-real-chapter-book-for-kids,/blog/first-real-chapter-book-for-kids
post,70,https://staging2.braveheartspublishing.com/blog/how-to-pick-a-read-aloud-book/,https://staging2.braveheartspublishing.com/blog/best-early-chapter-books-for-6-year-olds,/blog/best-early-chapter-books-for-6-year-olds
post,82,https://staging2.braveheartspublishing.com/blog/reading-level-by-grade-chart/,https://staging2.braveheartspublishing.com/teachers/#reading-growing,/teachers/#reading-growing
post,82,https://staging2.braveheartspublishing.com/blog/reading-level-by-grade-chart/,https://staging2.braveheartspublishing.com/blog/my-child-got-a-lexile-score-now-what,/blog/my-child-got-a-lexile-score-now-what
post,82,https://staging2.braveheartspublishing.com/blog/reading-level-by-grade-chart/,https://staging2.braveheartspublishing.com/blog/blog/what-is-a-lexile-score,/blog/blog/what-is-a-lexile-score
post,94,https://staging2.braveheartspublishing.com/blog/what-is-the-mariana-trench-for-kids/,https://staging2.braveheartspublishing.com/wp-content/uploads/2026/07/mariana-trench-20-min-guide.pdf,/wp-content/uploads/2026/07/mariana-trench-20-min-guide.pdf
post,94,https://staging2.braveheartspublishing.com/blog/what-is-the-mariana-trench-for-kids/,https://staging2.braveheartspublishing.com/blog/best-ocean-books-for-kids-ages-6-9,/blog/best-ocean-books-for-kids-ages-6-9
post,94,https://staging2.braveheartspublishing.com/blog/what-is-the-mariana-trench-for-kids/,https://staging2.braveheartspublishing.com/blog/mariana-trench-facts-for-kids,/blog/mariana-trench-facts-for-kids
post,94,https://staging2.braveheartspublishing.com/blog/what-is-the-mariana-trench-for-kids/,https://staging2.braveheartspublishing.com/blog/how-deep-is-the-mariana-trench-for-kids,/blog/how-deep-is-the-mariana-trench-for-kids
post,36,https://staging2.braveheartspublishing.com/blog/best-read-aloud-books-for-classroom-grades-1-3/,https://staging2.braveheartspublishing.com/wp-content/uploads/2026/07/mariana-trench-20-min-guide.pdf,/wp-content/uploads/2026/07/mariana-trench-20-min-guide.pdf
post,36,https://staging2.braveheartspublishing.com/blog/best-read-aloud-books-for-classroom-grades-1-3/,https://staging2.braveheartspublishing.com/blog/my-child-got-a-lexile-score-now-what,/blog/my-child-got-a-lexile-score-now-what
post,36,https://staging2.braveheartspublishing.com/blog/best-read-aloud-books-for-classroom-grades-1-3/,https://staging2.braveheartspublishing.com/blog/teacher-appreciation-week-thank-you,/blog/teacher-appreciation-week-thank-you
post,78,https://staging2.braveheartspublishing.com/blog/my-child-got-a-lexile-score-now-what/,https://staging2.braveheartspublishing.com/teachers/#reading-growing,/teachers/#reading-growing
post,78,https://staging2.braveheartspublishing.com/blog/my-child-got-a-lexile-score-now-what/,https://staging2.braveheartspublishing.com/blog/blog/what-is-a-lexile-score,/blog/blog/what-is-a-lexile-score
post,92,https://staging2.braveheartspublishing.com/blog/what-is-a-lexile-score/,https://staging2.braveheartspublishing.com/teachers/#reading-growing,/teachers/#reading-growing
post,92,https://staging2.braveheartspublishing.com/blog/what-is-a-lexile-score/,https://staging2.braveheartspublishing.com/blog/top-bridge-books-for-kids,/blog/top-bridge-books-for-kids
post,88,https://staging2.braveheartspublishing.com/blog/top-bridge-books-for-kids/,https://staging2.braveheartspublishing.com/teachers,/teachers
post,88,https://staging2.braveheartspublishing.com/blog/top-bridge-books-for-kids/,https://staging2.braveheartspublishing.com/teachers/#reading-growing,/teachers/#reading-growing
post,88,https://staging2.braveheartspublishing.com/blog/top-bridge-books-for-kids/,https://staging2.braveheartspublishing.com/blog/bridge-books-for-kids,/blog/bridge-books-for-kids
post,50,https://staging2.braveheartspublishing.com/blog/bridge-books-for-kids/,https://staging2.braveheartspublishing.com/teachers/#reading-growing,/teachers/#reading-growing
post,50,https://staging2.braveheartspublishing.com/blog/bridge-books-for-kids/,https://staging2.braveheartspublishing.com/blog/best-ocean-books-for-kids-ages-6-9,/blog/best-ocean-books-for-kids-ages-6-9
post,34,https://staging2.braveheartspublishing.com/blog/best-ocean-books-for-kids-ages-6-9/,https://staging2.braveheartspublishing.com/teachers/#mariana-trench,/teachers/#mariana-trench
post,34,https://staging2.braveheartspublishing.com/blog/best-ocean-books-for-kids-ages-6-9/,https://staging2.braveheartspublishing.com/teachers,/teachers
post,34,https://staging2.braveheartspublishing.com/blog/best-ocean-books-for-kids-ages-6-9/,https://staging2.braveheartspublishing.com/blog/mariana-trench-facts-for-kids,/blog/mariana-trench-facts-for-kids
post,34,https://staging2.braveheartspublishing.com/blog/best-ocean-books-for-kids-ages-6-9/,https://staging2.braveheartspublishing.com/,/
post,74,https://staging2.braveheartspublishing.com/blog/mariana-trench-facts-for-kids/,https://staging2.braveheartspublishing.com/wp-content/uploads/2026/07/mariana-trench-20-min-guide.pdf,/wp-content/uploads/2026/07/mariana-trench-20-min-guide.pdf
post,74,https://staging2.braveheartspublishing.com/blog/mariana-trench-facts-for-kids/,https://staging2.braveheartspublishing.com/teachers/#mariana-trench,/teachers/#mariana-trench
post,74,https://staging2.braveheartspublishing.com/blog/mariana-trench-facts-for-kids/,https://staging2.braveheartspublishing.com/teachers,/teachers
post,74,https://staging2.braveheartspublishing.com/blog/mariana-trench-facts-for-kids/,https://staging2.braveheartspublishing.com/blog/what-are-bridge-books-guide-for-parents-and-teachers,/blog/what-are-bridge-books-guide-for-parents-and-teachers
post,74,https://staging2.braveheartspublishing.com/blog/mariana-trench-facts-for-kids/,https://staging2.braveheartspublishing.com/,/
post,90,https://staging2.braveheartspublishing.com/blog/what-are-bridge-books-guide-for-parents-and-teachers/,https://staging2.braveheartspublishing.com/wp-content/uploads/2026/07/mariana-trench-20-min-guide.pdf,/wp-content/uploads/2026/07/mariana-trench-20-min-guide.pdf
post,90,https://staging2.braveheartspublishing.com/blog/what-are-bridge-books-guide-for-parents-and-teachers/,https://staging2.braveheartspublishing.com/wp-content/uploads/2026/07/everest-20-min-guide.pdf,/wp-content/uploads/2026/07/everest-20-min-guide.pdf
post,90,https://staging2.braveheartspublishing.com/blog/what-are-bridge-books-guide-for-parents-and-teachers/,https://staging2.braveheartspublishing.com/teachers/#reading-growing,/teachers/#reading-growing
post,90,https://staging2.braveheartspublishing.com/blog/what-are-bridge-books-guide-for-parents-and-teachers/,https://staging2.braveheartspublishing.com/teachers,/teachers
post,90,https://staging2.braveheartspublishing.com/blog/what-are-bridge-books-guide-for-parents-and-teachers/,https://staging2.braveheartspublishing.com/blog/bridge-books-for-early-readers,/blog/bridge-books-for-early-readers
post,90,https://staging2.braveheartspublishing.com/blog/what-are-bridge-books-guide-for-parents-and-teachers/,https://staging2.braveheartspublishing.com/,/
post,48,https://staging2.braveheartspublishing.com/blog/bridge-books-for-early-readers/,https://staging2.braveheartspublishing.com/teachers/#reading-growing,/teachers/#reading-growing
post,48,https://staging2.braveheartspublishing.com/blog/bridge-books-for-early-readers/,https://staging2.braveheartspublishing.com/,/
post,52,https://staging2.braveheartspublishing.com/blog/bridge-books-for-kids-mount-everest/,https://staging2.braveheartspublishing.com/teachers/#reading-growing,/teachers/#reading-growing
post,52,https://staging2.braveheartspublishing.com/blog/bridge-books-for-kids-mount-everest/,https://staging2.braveheartspublishing.com/blog/best-early-chapter-books-for-6-year-olds,/blog/best-early-chapter-books-for-6-year-olds
post,52,https://staging2.braveheartspublishing.com/blog/bridge-books-for-kids-mount-everest/,https://staging2.braveheartspublishing.com/,/
post,32,https://staging2.braveheartspublishing.com/blog/best-early-chapter-books-for-6-year-olds/,https://staging2.braveheartspublishing.com/teachers/#reading-growing,/teachers/#reading-growing
post,32,https://staging2.braveheartspublishing.com/blog/best-early-chapter-books-for-6-year-olds/,https://staging2.braveheartspublishing.com/blog/free-teachers-guide-mariana-trench,/blog/free-teachers-guide-mariana-trench
post,32,https://staging2.braveheartspublishing.com/blog/best-early-chapter-books-for-6-year-olds/,https://staging2.braveheartspublishing.com/,/
post,62,https://staging2.braveheartspublishing.com/blog/free-teachers-guide-mariana-trench/,https://staging2.braveheartspublishing.com/wp-content/uploads/2026/07/charlotte-henry-teachers-guide.pdf,/wp-content/uploads/2026/07/charlotte-henry-teachers-guide.pdf
post,62,https://staging2.braveheartspublishing.com/blog/free-teachers-guide-mariana-trench/,https://staging2.braveheartspublishing.com/blog/first-real-chapter-book-for-kids,/blog/first-real-chapter-book-for-kids
post,62,https://staging2.braveheartspublishing.com/blog/free-teachers-guide-mariana-trench/,https://staging2.braveheartspublishing.com/,/
post,60,https://staging2.braveheartspublishing.com/blog/first-real-chapter-book-for-kids/,https://staging2.braveheartspublishing.com/teachers/#reading-growing,/teachers/#reading-growing
post,60,https://staging2.braveheartspublishing.com/blog/first-real-chapter-book-for-kids/,https://staging2.braveheartspublishing.com/blog/best-bridge-books-for-kids,/blog/best-bridge-books-for-kids
post,60,https://staging2.braveheartspublishing.com/blog/first-real-chapter-book-for-kids/,https://staging2.braveheartspublishing.com/,/
post,30,https://staging2.braveheartspublishing.com/blog/best-bridge-books-for-kids/,https://staging2.braveheartspublishing.com/teachers/#reading-growing,/teachers/#reading-growing
post,30,https://staging2.braveheartspublishing.com/blog/best-bridge-books-for-kids/,https://staging2.braveheartspublishing.com/blog/why-stem-storytelling-builds-braver-kids,/blog/why-stem-storytelling-builds-braver-kids
post,30,https://staging2.braveheartspublishing.com/blog/best-bridge-books-for-kids/,https://staging2.braveheartspublishing.com/blog/how-stories-build-resilience-in-children,/blog/how-stories-build-resilience-in-children
post,30,https://staging2.braveheartspublishing.com/blog/best-bridge-books-for-kids/,https://staging2.braveheartspublishing.com/blog/adventure-books-for-kids-ages-6-9,/blog/adventure-books-for-kids-ages-6-9
post,30,https://staging2.braveheartspublishing.com/blog/best-bridge-books-for-kids/,https://staging2.braveheartspublishing.com/,/
post,66,https://staging2.braveheartspublishing.com/blog/how-deep-is-the-mariana-trench-for-kids/,https://staging2.braveheartspublishing.com/books,/books
post,66,https://staging2.braveheartspublishing.com/blog/how-deep-is-the-mariana-trench-for-kids/,https://staging2.braveheartspublishing.com/teachers/#mariana-trench,/teachers/#mariana-trench
post,66,https://staging2.braveheartspublishing.com/blog/how-deep-is-the-mariana-trench-for-kids/,https://staging2.braveheartspublishing.com/blog/why-stem-storytelling-builds-braver-kids,/blog/why-stem-storytelling-builds-braver-kids
post,66,https://staging2.braveheartspublishing.com/blog/how-deep-is-the-mariana-trench-for-kids/,https://staging2.braveheartspublishing.com/blog/how-stories-build-resilience-in-children,/blog/how-stories-build-resilience-in-children
post,66,https://staging2.braveheartspublishing.com/blog/how-deep-is-the-mariana-trench-for-kids/,https://staging2.braveheartspublishing.com/blog/adventure-books-for-kids-ages-6-9,/blog/adventure-books-for-kids-ages-6-9
post,26,https://staging2.braveheartspublishing.com/blog/adventure-books-for-kids-ages-6-9/,https://staging2.braveheartspublishing.com/blog/why-stem-storytelling-builds-braver-kids,/blog/why-stem-storytelling-builds-braver-kids
post,26,https://staging2.braveheartspublishing.com/blog/adventure-books-for-kids-ages-6-9/,https://staging2.braveheartspublishing.com/blog/how-stories-build-resilience-in-children,/blog/how-stories-build-resilience-in-children
post,68,https://staging2.braveheartspublishing.com/blog/how-stories-build-resilience-in-children/,https://staging2.braveheartspublishing.com/teachers/#reading-growing,/teachers/#reading-growing
post,100,https://staging2.braveheartspublishing.com/blog/why-stem-storytelling-builds-braver-kids/,https://staging2.braveheartspublishing.com/teachers/#reading-growing,/teachers/#reading-growing
