url,object_type,object_id,title,slug,status,canonical,indexable,sitemap_source,notes
https://www.braveheartspublishing.com/blog/bridge-books-for-struggling-readers,post,,Bridge Books for Struggling Readers: A Complete Parent Guide | Brave Hearts Publishing — Brave Hearts Publishing,bridge-books-for-struggling-readers,published,https://www.braveheartspublishing.com/blog/bridge-books-for-struggling-readers,yes,https://www.braveheartspublishing.com/sitemap.xml,Squarespace sitemap inventory
https://www.braveheartspublishing.com/blog/my-child-hates-reading-what-to-do,post,,My Child Hates Reading: What Actually Works | Brave Hearts Publishing — Brave Hearts Publishing,my-child-hates-reading-what-to-do,published,https://www.braveheartspublishing.com/blog/my-child-hates-reading-what-to-do,yes,https://www.braveheartspublishing.com/sitemap.xml,Squarespace sitemap inventory
https://www.braveheartspublishing.com/blog/how-to-pick-a-read-aloud-book,post,,How to Pick a Read-Aloud Book That Keeps a Whole Class Listening — Brave Hearts Publishing,how-to-pick-a-read-aloud-book,published,https://www.braveheartspublishing.com/blog/how-to-pick-a-read-aloud-book,yes,https://www.braveheartspublishing.com/sitemap.xml,Squarespace sitemap inventory
https://www.braveheartspublishing.com/blog/reading-level-by-grade-chart,post,,Reading Level Chart by Grade: What Level Should My Child Be At? — Brave Hearts Publishing,reading-level-by-grade-chart,published,https://www.braveheartspublishing.com/blog/reading-level-by-grade-chart,yes,https://www.braveheartspublishing.com/sitemap.xml,Squarespace sitemap inventory
https://www.braveheartspublishing.com/blog/what-is-the-mariana-trench-for-kids,post,,What Is the Mariana Trench? Everything Kids (and Parents) Need to Know — Brave Hearts Publishing,what-is-the-mariana-trench-for-kids,published,https://www.braveheartspublishing.com/blog/what-is-the-mariana-trench-for-kids,yes,https://www.braveheartspublishing.com/sitemap.xml,Squarespace sitemap inventory
https://www.braveheartspublishing.com/blog/best-read-aloud-books-for-classroom-grades-1-3,post,,Best Read Aloud Books for Elementary Classrooms — Grades 1–3 — Brave Hearts Publishing,best-read-aloud-books-for-classroom-grades-1-3,published,https://www.braveheartspublishing.com/blog/best-read-aloud-books-for-classroom-grades-1-3,yes,https://www.braveheartspublishing.com/sitemap.xml,Squarespace sitemap inventory
https://www.braveheartspublishing.com/blog/my-child-got-a-lexile-score-now-what,post,,My Child Got a Lexile Score — Now What? A Parent's Action Guide — Brave Hearts Publishing,my-child-got-a-lexile-score-now-what,published,https://www.braveheartspublishing.com/blog/my-child-got-a-lexile-score-now-what,yes,https://www.braveheartspublishing.com/sitemap.xml,Squarespace sitemap inventory
https://www.braveheartspublishing.com/blog/teacher-appreciation-week-thank-you,post,,Thank You Teachers — Happy Teacher Appreciation Week | Brave Hearts — Brave Hearts Publishing,teacher-appreciation-week-thank-you,published,https://www.braveheartspublishing.com/blog/teacher-appreciation-week-thank-you,yes,https://www.braveheartspublishing.com/sitemap.xml,Squarespace sitemap inventory
https://www.braveheartspublishing.com/blog/what-is-a-lexile-score,post,,What Is a Lexile Score? A Parent's Guide to Reading Levels | Brave Hearts Publishing — Brave Hearts Publishing,what-is-a-lexile-score,published,https://www.braveheartspublishing.com/blog/what-is-a-lexile-score,yes,https://www.braveheartspublishing.com/sitemap.xml,Squarespace sitemap inventory
https://www.braveheartspublishing.com/blog/top-bridge-books-for-kids,post,,Best Bridge Books for Kids (Ages 6-9) — Top Picks for Growing Readers — Brave Hearts Publishing,top-bridge-books-for-kids,published,https://www.braveheartspublishing.com/blog/top-bridge-books-for-kids,yes,https://www.braveheartspublishing.com/sitemap.xml,Squarespace sitemap inventory
https://www.braveheartspublishing.com/blog/bridge-books-for-kids,post,,The Complete Guide to Bridge Books for Kids — What They Are & Why They Work — Brave Hearts Publishing,bridge-books-for-kids,published,https://www.braveheartspublishing.com/blog/bridge-books-for-kids,yes,https://www.braveheartspublishing.com/sitemap.xml,Squarespace sitemap inventory
https://www.braveheartspublishing.com/blog/best-ocean-books-for-kids-ages-6-9,post,,Best Books About the Ocean for Kids Ages 6-9 | Brave Hearts Publishing — Brave Hearts Publishing,best-ocean-books-for-kids-ages-6-9,published,https://www.braveheartspublishing.com/blog/best-ocean-books-for-kids-ages-6-9,yes,https://www.braveheartspublishing.com/sitemap.xml,Squarespace sitemap inventory
https://www.braveheartspublishing.com/blog/mariana-trench-facts-for-kids,post,,Mariana Trench Facts for Kids — The Deepest Place on Earth | Brave Hearts Publishing — Brave Hearts Publishing,mariana-trench-facts-for-kids,published,https://www.braveheartspublishing.com/blog/mariana-trench-facts-for-kids,yes,https://www.braveheartspublishing.com/sitemap.xml,Squarespace sitemap inventory
https://www.braveheartspublishing.com/blog/what-are-bridge-books-guide-for-parents-and-teachers,post,,My Kid Hates Long Books. Bridge Books Fixed That. | Brave Hearts Publishing — Brave Hearts Publishing,what-are-bridge-books-guide-for-parents-and-teachers,published,https://www.braveheartspublishing.com/blog/what-are-bridge-books-guide-for-parents-and-teachers,yes,https://www.braveheartspublishing.com/sitemap.xml,Squarespace sitemap inventory
https://www.braveheartspublishing.com/blog/bridge-books-for-early-readers,post,,How to Help Your Child Transition from Picture Books to Chapter Books (Bridge Books Guide) — Brave Hearts Publishing,bridge-books-for-early-readers,published,https://www.braveheartspublishing.com/blog/bridge-books-for-early-readers,yes,https://www.braveheartspublishing.com/sitemap.xml,Squarespace sitemap inventory
https://www.braveheartspublishing.com/blog/bridge-books-for-kids-mount-everest,post,,Best Bridge Books for Kids + New Mount Everest Adventure — Brave Hearts Publishing,bridge-books-for-kids-mount-everest,published,https://www.braveheartspublishing.com/blog/bridge-books-for-kids-mount-everest,yes,https://www.braveheartspublishing.com/sitemap.xml,Squarespace sitemap inventory
https://www.braveheartspublishing.com/blog/best-early-chapter-books-for-6-year-olds,post,,Best Early Chapter Books for 6 Year Olds (Easy & Engaging Picks for New Readers) — Brave Hearts Publishing,best-early-chapter-books-for-6-year-olds,published,https://www.braveheartspublishing.com/blog/best-early-chapter-books-for-6-year-olds,yes,https://www.braveheartspublishing.com/sitemap.xml,Squarespace sitemap inventory
https://www.braveheartspublishing.com/blog/free-teachers-guide-mariana-trench,post,,Free Teacher's Guide for Adventures of Charlotte and Henry: The Mariana Trench — Brave Hearts Publishing,free-teachers-guide-mariana-trench,published,https://www.braveheartspublishing.com/blog/free-teachers-guide-mariana-trench,yes,https://www.braveheartspublishing.com/sitemap.xml,Squarespace sitemap inventory
https://www.braveheartspublishing.com/blog/first-real-chapter-book-for-kids,post,,Best First Chapter Books for Kids Ready to Move Beyond Early Readers — Brave Hearts Publishing,first-real-chapter-book-for-kids,published,https://www.braveheartspublishing.com/blog/first-real-chapter-book-for-kids,yes,https://www.braveheartspublishing.com/sitemap.xml,Squarespace sitemap inventory
https://www.braveheartspublishing.com/blog/best-bridge-books-for-kids,post,,Best Bridge Books for Kids (The Perfect First Chapter Books for Emerging Readers) — Brave Hearts Publishing,best-bridge-books-for-kids,published,https://www.braveheartspublishing.com/blog/best-bridge-books-for-kids,yes,https://www.braveheartspublishing.com/sitemap.xml,Squarespace sitemap inventory
https://images.squarespace-cdn.com/content/v1/69a4852e7db0bc7e34bc3354/3e53f823-cbcb-4d24-a614-330be2720b3a/Call+out+-+600+px_upscayl_3x_upscayl-standard-4x.png,page,,,Call+out+-+600+px_upscayl_3x_upscayl-standard-4x.png,published,,yes,https://www.braveheartspublishing.com/sitemap.xml,Squarespace sitemap inventory
https://www.braveheartspublishing.com/blog/how-deep-is-the-mariana-trench-for-kids,post,,How Deep Is the Mariana Trench? Mariana Trench Facts for Kids — Brave Hearts Publishing,how-deep-is-the-mariana-trench-for-kids,published,https://www.braveheartspublishing.com/blog/how-deep-is-the-mariana-trench-for-kids,yes,https://www.braveheartspublishing.com/sitemap.xml,Squarespace sitemap inventory
https://www.braveheartspublishing.com/blog/adventure-books-for-kids-ages-6-9,post,,Why Adventure Books for Kids (Ages 6–9) Build Confidence and Curiosity — Brave Hearts Publishing,adventure-books-for-kids-ages-6-9,published,https://www.braveheartspublishing.com/blog/adventure-books-for-kids-ages-6-9,yes,https://www.braveheartspublishing.com/sitemap.xml,Squarespace sitemap inventory
https://www.braveheartspublishing.com/blog/how-stories-build-resilience-in-children,post,,How Stories Help Children Build Resilience and Courage (Ages 6–9) — Brave Hearts Publishing,how-stories-build-resilience-in-children,published,https://www.braveheartspublishing.com/blog/how-stories-build-resilience-in-children,yes,https://www.braveheartspublishing.com/sitemap.xml,Squarespace sitemap inventory
https://www.braveheartspublishing.com/blog/why-stem-storytelling-builds-braver-kids,post,,"Why STEM Storytelling Builds Braver, More Curious Kids (Ages 6–9) — Brave Hearts Publishing",why-stem-storytelling-builds-braver-kids,published,https://www.braveheartspublishing.com/blog/why-stem-storytelling-builds-braver-kids,yes,https://www.braveheartspublishing.com/sitemap.xml,Squarespace sitemap inventory
https://www.braveheartspublishing.com/blog/category/Reluctant+Readers,post,,"Reluctant Readers — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",Reluctant+Readers,published,https://www.braveheartspublishing.com/blog/category/Reluctant+Readers,yes,https://www.braveheartspublishing.com/sitemap.xml,Squarespace sitemap inventory
https://www.braveheartspublishing.com/blog/category/science+for+kids,post,,"science for kids — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",science+for+kids,published,https://www.braveheartspublishing.com/blog/category/science+for+kids,yes,https://www.braveheartspublishing.com/sitemap.xml,Squarespace sitemap inventory
https://www.braveheartspublishing.com/blog/category/Early+Readers,post,,"Early Readers — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",Early+Readers,published,https://www.braveheartspublishing.com/blog/category/Early+Readers,yes,https://www.braveheartspublishing.com/sitemap.xml,Squarespace sitemap inventory
https://www.braveheartspublishing.com/blog/category/Reading+Tips+for+Parents,post,,"Reading Tips for Parents — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",Reading+Tips+for+Parents,published,https://www.braveheartspublishing.com/blog/category/Reading+Tips+for+Parents,yes,https://www.braveheartspublishing.com/sitemap.xml,Squarespace sitemap inventory
https://www.braveheartspublishing.com/blog/category/Adventure+Book+Recommendations,post,,"Adventure Book Recommendations — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",Adventure+Book+Recommendations,published,https://www.braveheartspublishing.com/blog/category/Adventure+Book+Recommendations,yes,https://www.braveheartspublishing.com/sitemap.xml,Squarespace sitemap inventory
https://www.braveheartspublishing.com/blog/category/Ocean+Science,post,,"Ocean Science — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",Ocean+Science,published,https://www.braveheartspublishing.com/blog/category/Ocean+Science,yes,https://www.braveheartspublishing.com/sitemap.xml,Squarespace sitemap inventory
https://www.braveheartspublishing.com/blog/category/Bridge+Books,post,,"Bridge Books — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",Bridge+Books,published,https://www.braveheartspublishing.com/blog/category/Bridge+Books,yes,https://www.braveheartspublishing.com/sitemap.xml,Squarespace sitemap inventory
https://www.braveheartspublishing.com/blog/category/Author+Life,post,,"Author Life — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",Author+Life,published,https://www.braveheartspublishing.com/blog/category/Author+Life,yes,https://www.braveheartspublishing.com/sitemap.xml,Squarespace sitemap inventory
https://www.braveheartspublishing.com/blog/category/The+Mariana+Trench,post,,"The Mariana Trench — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",The+Mariana+Trench,published,https://www.braveheartspublishing.com/blog/category/The+Mariana+Trench,yes,https://www.braveheartspublishing.com/sitemap.xml,Squarespace sitemap inventory
https://www.braveheartspublishing.com/blog/category/Reading+Development,post,,"Reading Development — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",Reading+Development,published,https://www.braveheartspublishing.com/blog/category/Reading+Development,yes,https://www.braveheartspublishing.com/sitemap.xml,Squarespace sitemap inventory
https://www.braveheartspublishing.com/blog/category/Reading+Lists,post,,"Reading Lists — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",Reading+Lists,published,https://www.braveheartspublishing.com/blog/category/Reading+Lists,yes,https://www.braveheartspublishing.com/sitemap.xml,Squarespace sitemap inventory
https://www.braveheartspublishing.com/blog/category/Read+alouds,post,,"Read alouds — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",Read+alouds,published,https://www.braveheartspublishing.com/blog/category/Read+alouds,yes,https://www.braveheartspublishing.com/sitemap.xml,Squarespace sitemap inventory
https://www.braveheartspublishing.com/blog/category/Age-Specific+Reading+Lists,post,,"Age-Specific Reading Lists — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",Age-Specific+Reading+Lists,published,https://www.braveheartspublishing.com/blog/category/Age-Specific+Reading+Lists,yes,https://www.braveheartspublishing.com/sitemap.xml,Squarespace sitemap inventory
https://www.braveheartspublishing.com/blog/category/Summer+Reading,post,,"Summer Reading — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",Summer+Reading,published,https://www.braveheartspublishing.com/blog/category/Summer+Reading,yes,https://www.braveheartspublishing.com/sitemap.xml,Squarespace sitemap inventory
https://www.braveheartspublishing.com/blog/category/Teacher+Resources,post,,"Teacher Resources — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",Teacher+Resources,published,https://www.braveheartspublishing.com/blog/category/Teacher+Resources,yes,https://www.braveheartspublishing.com/sitemap.xml,Squarespace sitemap inventory
https://www.braveheartspublishing.com/blog/category/children%27s+books,post,,"children's books — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",children%27s+books,published,https://www.braveheartspublishing.com/blog/category/children%27s+books,yes,https://www.braveheartspublishing.com/sitemap.xml,Squarespace sitemap inventory
https://www.braveheartspublishing.com/blog/category/Adventure,post,,"Adventure — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",Adventure,published,https://www.braveheartspublishing.com/blog/category/Adventure,yes,https://www.braveheartspublishing.com/sitemap.xml,Squarespace sitemap inventory
https://www.braveheartspublishing.com/blog/category/Classroom+Resources,post,,"Classroom Resources — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",Classroom+Resources,published,https://www.braveheartspublishing.com/blog/category/Classroom+Resources,yes,https://www.braveheartspublishing.com/sitemap.xml,Squarespace sitemap inventory
https://www.braveheartspublishing.com/blog/category/Reading+Tips,post,,"Reading Tips — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",Reading+Tips,published,https://www.braveheartspublishing.com/blog/category/Reading+Tips,yes,https://www.braveheartspublishing.com/sitemap.xml,Squarespace sitemap inventory
https://www.braveheartspublishing.com/blog/category/Book+recommendations,post,,"Book recommendations — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",Book+recommendations,published,https://www.braveheartspublishing.com/blog/category/Book+recommendations,yes,https://www.braveheartspublishing.com/sitemap.xml,Squarespace sitemap inventory
https://www.braveheartspublishing.com/blog/category/STEM,post,,"STEM — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",STEM,published,https://www.braveheartspublishing.com/blog/category/STEM,yes,https://www.braveheartspublishing.com/sitemap.xml,Squarespace sitemap inventory
https://www.braveheartspublishing.com/blog/category/Reading+Levels+%26+Lexile,post,,"Reading Levels & Lexile — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",Reading+Levels+%26+Lexile,published,https://www.braveheartspublishing.com/blog/category/Reading+Levels+%26+Lexile,yes,https://www.braveheartspublishing.com/sitemap.xml,Squarespace sitemap inventory
https://www.braveheartspublishing.com/blog/category/Reading+Help+for+Parents,post,,"Reading Help for Parents — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",Reading+Help+for+Parents,published,https://www.braveheartspublishing.com/blog/category/Reading+Help+for+Parents,yes,https://www.braveheartspublishing.com/sitemap.xml,Squarespace sitemap inventory
https://www.braveheartspublishing.com/blog/category/Book+News,post,,"Book News — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",Book+News,published,https://www.braveheartspublishing.com/blog/category/Book+News,yes,https://www.braveheartspublishing.com/sitemap.xml,Squarespace sitemap inventory
https://www.braveheartspublishing.com/blog/category/Books+for+Kids,post,,"Books for Kids — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",Books+for+Kids,published,https://www.braveheartspublishing.com/blog/category/Books+for+Kids,yes,https://www.braveheartspublishing.com/sitemap.xml,Squarespace sitemap inventory
https://www.braveheartspublishing.com/blog/category/Ages+6-9,post,,"Ages 6-9 — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",Ages+6-9,published,https://www.braveheartspublishing.com/blog/category/Ages+6-9,yes,https://www.braveheartspublishing.com/sitemap.xml,Squarespace sitemap inventory
https://www.braveheartspublishing.com/blog/tag/Read+aloud+books,post,,"Read aloud books — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",Read+aloud+books,published,https://www.braveheartspublishing.com/blog/tag/Read+aloud+books,yes,https://www.braveheartspublishing.com/sitemap.xml,Squarespace sitemap inventory
https://www.braveheartspublishing.com/blog/tag/early+readers+ages+6-9,post,,"early readers ages 6-9 — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",early+readers+ages+6-9,published,https://www.braveheartspublishing.com/blog/tag/early+readers+ages+6-9,yes,https://www.braveheartspublishing.com/sitemap.xml,Squarespace sitemap inventory
https://www.braveheartspublishing.com/blog/tag/Deep+sea,post,,"Deep sea — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",Deep+sea,published,https://www.braveheartspublishing.com/blog/tag/Deep+sea,yes,https://www.braveheartspublishing.com/sitemap.xml,Squarespace sitemap inventory
https://www.braveheartspublishing.com/blog/tag/marine+science,post,,"marine science — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",marine+science,published,https://www.braveheartspublishing.com/blog/tag/marine+science,yes,https://www.braveheartspublishing.com/sitemap.xml,Squarespace sitemap inventory
https://www.braveheartspublishing.com/blog/tag/Mariana+Trench,post,,"Mariana Trench — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",Mariana+Trench,published,https://www.braveheartspublishing.com/blog/tag/Mariana+Trench,yes,https://www.braveheartspublishing.com/sitemap.xml,Squarespace sitemap inventory
https://www.braveheartspublishing.com/blog/tag/bridge+books,post,,"bridge books — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",bridge+books,published,https://www.braveheartspublishing.com/blog/tag/bridge+books,yes,https://www.braveheartspublishing.com/sitemap.xml,Squarespace sitemap inventory
https://www.braveheartspublishing.com/blog/tag/reading+level,post,,"reading level — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",reading+level,published,https://www.braveheartspublishing.com/blog/tag/reading+level,yes,https://www.braveheartspublishing.com/sitemap.xml,Squarespace sitemap inventory
https://www.braveheartspublishing.com/blog/tag/reading+help+ages+6-9,post,,"reading help ages 6-9 — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",reading+help+ages+6-9,published,https://www.braveheartspublishing.com/blog/tag/reading+help+ages+6-9,yes,https://www.braveheartspublishing.com/sitemap.xml,Squarespace sitemap inventory
https://www.braveheartspublishing.com/blog/tag/books+for+first+graders,post,,"books for first graders — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",books+for+first+graders,published,https://www.braveheartspublishing.com/blog/tag/books+for+first+graders,yes,https://www.braveheartspublishing.com/sitemap.xml,Squarespace sitemap inventory
https://www.braveheartspublishing.com/blog/tag/reading+help+for+parents,post,,"reading help for parents — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",reading+help+for+parents,published,https://www.braveheartspublishing.com/blog/tag/reading+help+for+parents,yes,https://www.braveheartspublishing.com/sitemap.xml,Squarespace sitemap inventory
https://www.braveheartspublishing.com/blog/tag/Bridge+Books,post,,"Bridge Books — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",Bridge+Books,published,https://www.braveheartspublishing.com/blog/tag/Bridge+Books,yes,https://www.braveheartspublishing.com/sitemap.xml,Squarespace sitemap inventory
https://www.braveheartspublishing.com/blog/tag/summer+books+for+kids,post,,"summer books for kids — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",summer+books+for+kids,published,https://www.braveheartspublishing.com/blog/tag/summer+books+for+kids,yes,https://www.braveheartspublishing.com/sitemap.xml,Squarespace sitemap inventory
https://www.braveheartspublishing.com/blog/tag/picture+books+to+chapter+books,post,,"picture books to chapter books — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",picture+books+to+chapter+books,published,https://www.braveheartspublishing.com/blog/tag/picture+books+to+chapter+books,yes,https://www.braveheartspublishing.com/sitemap.xml,Squarespace sitemap inventory
https://www.braveheartspublishing.com/blog/tag/Summer+Reading+List,post,,"Summer Reading List — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",Summer+Reading+List,published,https://www.braveheartspublishing.com/blog/tag/Summer+Reading+List,yes,https://www.braveheartspublishing.com/sitemap.xml,Squarespace sitemap inventory
https://www.braveheartspublishing.com/blog/tag/Adventures+of+Charlotte+and+Henry,post,,"Adventures of Charlotte and Henry — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",Adventures+of+Charlotte+and+Henry,published,https://www.braveheartspublishing.com/blog/tag/Adventures+of+Charlotte+and+Henry,yes,https://www.braveheartspublishing.com/sitemap.xml,Squarespace sitemap inventory
https://www.braveheartspublishing.com/blog/tag/Lexile+score,post,,"Lexile score — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",Lexile+score,published,https://www.braveheartspublishing.com/blog/tag/Lexile+score,yes,https://www.braveheartspublishing.com/sitemap.xml,Squarespace sitemap inventory
https://www.braveheartspublishing.com/blog/tag/geography+for+kids,post,,"geography for kids — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",geography+for+kids,published,https://www.braveheartspublishing.com/blog/tag/geography+for+kids,yes,https://www.braveheartspublishing.com/sitemap.xml,Squarespace sitemap inventory
https://www.braveheartspublishing.com/blog/tag/Summer+Reading,post,,"Summer Reading — Bridge Books, Reading Tips & Kids Adventure Books | Brave Hearts Publishing Blog — Brave Hearts Publishing",Summer+Reading,published,https://www.braveheartspublishing.com/blog/tag/Summer+Reading,yes,https://www.braveheartspublishing.com/sitemap.xml,Squarespace sitemap inventory
