Old URL,Proposed Target,Source Topic,Target Topic,Intent Match,Relevance Score,Decision,Revised Target,Reason,Notes
https://www.braveheartspublishing.com/blog/my-child-got-a-lexile-score-now-what,https://www.braveheartspublishing.com/my-child-got-a-lexile-score-now-what/,My Child Got a Lexile Score — Now What? A Parent's Action Guide — Brave Hearts Publishing,My Child Got a Lexile Score — Now What? Here’s Exactly What to Do,strong,66,APPROVED,,"Same slug, compatible object, HTTP 200, and matching title intent",Approval is planning-only; not imported
https://www.braveheartspublishing.com/blog/teacher-appreciation-week-thank-you,https://www.braveheartspublishing.com/teacher-appreciation-week-thank-you/,Thank You Teachers — Happy Teacher Appreciation Week | Brave Hearts — Brave Hearts Publishing,To Every Teacher Who Said Yes: Happy Teacher Appreciation Week,strong,59,APPROVED,,"Same slug, compatible object, HTTP 200, and matching title intent",Approval is planning-only; not imported
https://www.braveheartspublishing.com/blog/what-is-a-lexile-score,https://www.braveheartspublishing.com/what-is-a-lexile-score/,What Is a Lexile Score? A Parent's Guide to Reading Levels | Brave Hearts Publishing — Brave Hearts Publishing,What Is a Lexile Score? A Parent’s Guide to Reading Levels,strong,70,APPROVED,,"Same slug, compatible object, HTTP 200, and matching title intent",Approval is planning-only; not imported
https://www.braveheartspublishing.com/blog/top-bridge-books-for-kids,https://www.braveheartspublishing.com/top-bridge-books-for-kids/,Best Bridge Books for Kids (Ages 6-9) — Top Picks for Growing Readers — Brave Hearts Publishing,Top Bridge Books for Kids — Best Picks for Growing Readers,strong,73,APPROVED,,"Same slug, compatible object, HTTP 200, and matching title intent",Approval is planning-only; not imported
https://www.braveheartspublishing.com/blog/bridge-books-for-kids,https://www.braveheartspublishing.com/bridge-books-for-kids/,The Complete Guide to Bridge Books for Kids — What They Are & Why They Work — Brave Hearts Publishing,The Complete Guide to Bridge Books for Kids (Ages 6-9),strong,65,APPROVED,,"Same slug, compatible object, HTTP 200, and matching title intent",Approval is planning-only; not imported
https://www.braveheartspublishing.com/blog/best-ocean-books-for-kids-ages-6-9,https://www.braveheartspublishing.com/best-ocean-books-for-kids-ages-6-9/,Best Books About the Ocean for Kids Ages 6-9 | Brave Hearts Publishing — Brave Hearts Publishing,Best Books About the Ocean for Kids Ages 6-9,strong,65,APPROVED,,"Same slug, compatible object, HTTP 200, and matching title intent",Approval is planning-only; not imported
https://www.braveheartspublishing.com/blog/mariana-trench-facts-for-kids,https://www.braveheartspublishing.com/mariana-trench-facts-for-kids/,Mariana Trench Facts for Kids — The Deepest Place on Earth | Brave Hearts Publishing — Brave Hearts Publishing,Mariana Trench Facts for Kids — The Deepest Place on Earth,strong,70,APPROVED,,"Same slug, compatible object, HTTP 200, and matching title intent",Approval is planning-only; not imported
https://www.braveheartspublishing.com/blog/what-are-bridge-books-guide-for-parents-and-teachers,https://www.braveheartspublishing.com/what-are-bridge-books-guide-for-parents-and-teachers/,My Kid Hates Long Books. Bridge Books Fixed That. | Brave Hearts Publishing — Brave Hearts Publishing,My Kid Hates Long Books. Bridge Books Fixed That.,strong,66,APPROVED,,"Same slug, compatible object, HTTP 200, and matching title intent",Approval is planning-only; not imported
https://www.braveheartspublishing.com/blog/bridge-books-for-early-readers,https://www.braveheartspublishing.com/bridge-books-for-early-readers/,How to Help Your Child Transition from Picture Books to Chapter Books (Bridge Books Guide) — Brave Hearts Publishing,How to Help Your Child Transition from Picture Books to Chapter Books,strong,76,APPROVED,,"Same slug, compatible object, HTTP 200, and matching title intent",Approval is planning-only; not imported
https://www.braveheartspublishing.com/blog/bridge-books-for-kids-mount-everest,https://www.braveheartspublishing.com/bridge-books-for-kids-mount-everest/,Best Bridge Books for Kids + New Mount Everest Adventure — Brave Hearts Publishing,What Comes After Picture Books? Discover Bridge Books for Growing Readers,strong,33,APPROVED,,"Same slug, compatible object, HTTP 200, and matching title intent",Approval is planning-only; not imported
https://www.braveheartspublishing.com/blog/best-early-chapter-books-for-6-year-olds,https://www.braveheartspublishing.com/best-early-chapter-books-for-6-year-olds/,Best Early Chapter Books for 6 Year Olds (Easy & Engaging Picks for New Readers) — Brave Hearts Publishing,Best Early Chapter Books for 6 Year Olds,strong,57,APPROVED,,"Same slug, compatible object, HTTP 200, and matching title intent",Approval is planning-only; not imported
https://www.braveheartspublishing.com/blog/free-teachers-guide-mariana-trench,https://www.braveheartspublishing.com/free-teachers-guide-mariana-trench/,Free Teacher's Guide for Adventures of Charlotte and Henry: The Mariana Trench — Brave Hearts Publishing,Free Teacher’s Guide Is Here — And It’s Ready for Your Classroom,strong,44,APPROVED,,"Same slug, compatible object, HTTP 200, and matching title intent",Approval is planning-only; not imported
https://www.braveheartspublishing.com/blog/first-real-chapter-book-for-kids,https://www.braveheartspublishing.com/first-real-chapter-book-for-kids/,Best First Chapter Books for Kids Ready to Move Beyond Early Readers — Brave Hearts Publishing,The First Real Chapter Book: Helping Kids Transition From Early Readers,strong,57,APPROVED,,"Same slug, compatible object, HTTP 200, and matching title intent",Approval is planning-only; not imported
https://www.braveheartspublishing.com/blog/best-bridge-books-for-kids,https://www.braveheartspublishing.com/best-bridge-books-for-kids/,Best Bridge Books for Kids (The Perfect First Chapter Books for Emerging Readers) — Brave Hearts Publishing,Bridge Books: The Perfect Next Step After Frog and Toad,strong,48,APPROVED,,"Same slug, compatible object, HTTP 200, and matching title intent",Approval is planning-only; not imported
https://www.braveheartspublishing.com/blog/how-deep-is-the-mariana-trench-for-kids,https://www.braveheartspublishing.com/how-deep-is-the-mariana-trench-for-kids/,How Deep Is the Mariana Trench? Mariana Trench Facts for Kids — Brave Hearts Publishing,How Deep Is the Mariana Trench? (Explained for Kids),strong,66,APPROVED,,"Same slug, compatible object, HTTP 200, and matching title intent",Approval is planning-only; not imported
https://www.braveheartspublishing.com/blog/adventure-books-for-kids-ages-6-9,https://www.braveheartspublishing.com/adventure-books-for-kids-ages-6-9/,Why Adventure Books for Kids (Ages 6–9) Build Confidence and Curiosity — Brave Hearts Publishing,Why Adventure Books for Kids (Ages 6–9) Build Confidence and Curiosity,strong,85,APPROVED,,"Same slug, compatible object, HTTP 200, and matching title intent",Approval is planning-only; not imported
https://www.braveheartspublishing.com/blog/how-stories-build-resilience-in-children,https://www.braveheartspublishing.com/how-stories-build-resilience-in-children/,How Stories Help Children Build Resilience and Courage (Ages 6–9) — Brave Hearts Publishing,How Stories Help Children Build Resilience and Courage (Ages 6–9),strong,84,APPROVED,,"Same slug, compatible object, HTTP 200, and matching title intent",Approval is planning-only; not imported
https://www.braveheartspublishing.com/blog/why-stem-storytelling-builds-braver-kids,https://www.braveheartspublishing.com/why-stem-storytelling-builds-braver-kids/,"Why STEM Storytelling Builds Braver, More Curious Kids (Ages 6–9) — Brave Hearts Publishing","Why STEM Storytelling Builds Braver, More Curious Kids (Ages 6–9)",strong,84,APPROVED,,"Same slug, compatible object, HTTP 200, and matching title intent",Approval is planning-only; not imported
https://www.braveheartspublishing.com/home,https://www.braveheartspublishing.com/,Brave Hearts Publishing | Bridge Books for Kids Ages 6–9,Home,strong,3,APPROVED,,"Same slug, compatible object, HTTP 200, and matching title intent",Approval is planning-only; not imported
